"dti","annual_inc","revol_util","delinq_2yrs","loan_amnt"
18.78,60000,7.5,0,25000
26.37,40000,25.8,0,15000
29.86,34000,47.3,0,5000
6.21,40000,10.3,0,10000
15.07,50000,33.6,0,8000
23.07,41000,23.6,0,9000
32.82,40000,9.1,0,10500
30.69,35000,17.7,0,3000
25.2,42000,32.9,0,8000
19.88,60000,14.9,0,11000
10.4,30000,25.9,0,7000
20.86,52000,0,0,35000
25.75,70000,57.1,1,15000
4.98,48000,61.6,0,10000
19.2,50000,35.3,0,10000
9.16,65000,91.5,0,3000
24.83,58000,61,0,16000
29.6,30000,29.2,0,9000
18.08,54400,89.8,0,6000
30.24,30000,21.1,0,6000
19.68,53000,63,0,10000
22.39,70000,29.6,2,10000
12.99,45000,33,0,10000
27.07,36000,27.7,0,2800
11.31,52000,78.6,0,15000
10.06,37000,34.7,0,10000
7.06,62000,27.4,0,13000
32.09,50000,95,0,2500
10.39,52000,39.7,0,16000
15.17,67000,38.9,0,4500
9.82,54000,13.6,1,10000
8.79,56400,9,1,4000
17.74,56400,65.5,0,5000
17.57,45000,33.3,1,4800
15.03,36000,41.9,0,10200
24.27,45000,41.6,0,7200
19.73,62000,35.1,0,11000
19,29000,47.8,0,13500
31.69,35000,46.8,0,5000
27.21,33000,18.3,0,5800
18.16,38000,11.4,0,5000
14.69,50000,97.2,0,10000
3.6,55000,44,0,15000
26.04,16000,40.6,0,1200
10.26,62000,29,0,11000
13.27,37000,16.8,0,3000
1.04,60000,17.7,0,4000
4.69,45000,0,0,1000
25.78,50000,18.6,0,15600
10.32,50000,3.7,1,15000
15.33,61000,6.2,0,3600
23.35,65000,38.5,0,20000
20.48,65000,97,0,30000
24.94,50000,37.2,0,11000
17.32,30000,26.4,0,20000
21.02,60000,21.8,0,5000
25.75,35000,34.2,0,20000
17.07,25666,49.6,0,11000
14.94,47000,57.2,0,20000
16.73,50000,8.8,0,5000
2.92,51000,16.4,0,22000
9.38,70000,24.3,0,35000
6.56,60000,49,0,15000
15.93,17400,14.6,0,9000
17.03,52000,29.3,0,20000
13.4,65000,13.2,0,2000
25.84,45000,40.7,0,5000
21.49,45000,67.6,0,6000
26.37,40000,98.5,0,11200
23.6,65000,30.3,0,10000
20.55,50000,32.2,0,6000
22.84,70000,19.3,3,12000
28.54,50000,14.8,0,10000
9.76,45000,11.3,0,15000
11.96,65800,11.3,0,10400
24.92,55000,27.6,0,13000
20.12,49500,19.2,0,16800
15.43,36700,20.9,0,6000
22.66,65000,21.4,1,15000
22.39,52000,65.2,0,15000
18.74,60000,5.3,0,5000
23.03,58000,49.4,0,5000
23.66,70000,15.4,0,13300
13.7,65000,40.3,0,16800
18.07,60000,23.1,0,30000
29.66,39000,24.8,0,7500
30.83,35000,3.4,0,3000
16.92,70000,16.9,0,20000
20.33,62000,77,0,10000
17.69,62000,27.4,0,16000
20.6,50000,14.8,0,7600
7.98,9780,16.8,0,5250
2.12,34000,12.1,0,7000
6.99,62171,26.1,1,5000
30.48,50000,46.2,1,10000
14.31,52000,30.9,0,6000
26.04,60000,31.7,0,10000
14.56,23000,48.7,0,8000
28.79,65000,50.5,0,6000
13.16,66000,44.1,0,3000
6.37,65000,2.4,0,40000
18.34,60000,12.2,0,20000
22.08,55000,46.3,0,17000
27.22,50000,40.8,0,10000
13.28,60000,46.6,0,4650
28.02,60000,49.3,0,10000
14.22,60000,17.9,0,12000
15.28,45000,48.5,0,8000
24.64,69000,65.9,0,30000
7.65,37500,16.7,0,15000
18.82,29844,36.8,0,6000
16.04,60000,38.4,0,16000
30.36,40000,13.3,0,2000
16.44,30000,104.6,0,2000
26.01,47800,35.8,0,10000
31.78,24960,47,0,5875
13.1,42800,83.6,1,8000
21.84,60000,67.3,0,15000
14.88,60000,76.2,0,12000
10.24,45000,21.8,0,15000
17.8,23000,8.5,0,10500
24.31,54000,31.7,0,19500
11.6,45000,28.1,0,25000
20.33,37430,39.9,0,16000
30.2,34462,5.3,0,5000
23.9,60000,13.2,0,11200
24.83,47500,10.5,0,13000
1.44,50000,0.7,0,10000
20.47,52000,49,0,15000
22.85,42850,17.2,0,8500
15.65,70000,5.2,0,4800
11.26,60000,36.6,0,7200
13.57,27427,67.1,0,8000
5.95,66000,1.2,0,2000
12.79,35000,14.7,0,12725
32.64,53568,57.1,0,6000
32.78,35000,14.8,0,19500
24.38,26000,62.1,0,10000
25.13,50000,61.8,0,8000
17.08,30000,18.9,0,8000
16.38,43000,94.6,0,20000
20.98,54000,79,0,26000
11.59,70000,71.4,0,11050
15.95,58000,61.8,0,10000
20.59,44000,87.6,0,10000
27.33,45000,83,0,20000
16.76,54000,6.9,0,24000
27.87,57000,89,0,24000
13.43,37000,28.7,0,6000
17.38,60000,68.9,1,5000
24.93,53100,62.7,0,10000
19.52,46656,36.9,0,15000
25.07,36000,71.6,0,12000
27.26,39500,51,0,5000
5.49,21000,18.5,0,6500
20.57,12604,15.6,0,5000
12.17,21000,10.2,0,8000
30.5,41000,10.2,0,27575
25.16,60000,38.7,1,3000
12.48,30000,3.5,0,8500
18.98,70000,20.3,0,20000
12.74,55000,83.5,0,10000
11.12,45000,1.6,0,32000
27.32,60000,78.3,0,12000
25.28,52780,37.4,0,35000
20.25,55000,73,0,20000
12.8,48000,52.9,1,5000
1.53,45600,6.5,0,10000
27.57,42000,32.6,0,12000
9.68,52100,98.9,0,20000
22.36,48560,63.9,0,8000
18.18,64500,51.9,5,8000
28.26,35000,16,0,5925
2.53,54000,32.9,0,25000
17.01,40000,2.1,0,6000
7.07,27000,30.9,0,10800
23.57,45000,27.2,0,13000
27.22,62000,28.1,0,15000
21.73,37500,30,0,20000
20.7,60000,33,0,20000
5.63,32000,12.5,0,1400
18.86,40000,3.9,0,9000
13.3,60000,22.6,0,4200
32.1,60000,68.9,0,10000
18.4,66000,12.9,0,3400
11.69,19300,97.8,2,5000
2.25,56000,23.1,0,9500
8.52,57000,74.6,1,10000
16.09,48000,42.1,0,20000
17.36,60000,23.1,0,4000
18.54,60000,30,1,7000
21.44,30000,23.5,0,15000
11.3,48859,0.1,0,1000
16.06,65000,59.3,0,4500
7.2,12000,38.3,0,1600
30.77,55000,20.4,0,5400
16.92,32000,63.5,0,10000
14.67,27000,18.5,0,2100
12.03,70000,4.1,0,5000
28.32,29028,19.3,0,20925
17.26,63000,29.6,4,8000
19.71,33800,37.1,0,36000
7.06,50000,41.6,1,16000
16.16,45000,41.4,0,12500
21.06,39600,60.7,0,40000
18.37,68000,47.1,2,5000
24.17,70000,64.6,0,23000
18,24000,57.6,0,7200
20.27,45000,36.9,0,10000
4.28,65000,33.7,0,38000
0,18000,0,0,25000
25.27,35000,46.5,0,12000
26.44,60000,32.8,0,1800
18.78,60000,31.8,0,18000
2.25,40000,50.9,0,5000
3.48,30000,52.6,0,10000
4.63,50000,3.4,0,12000
18.51,66000,12.4,0,11400
15.37,62000,44.9,0,35000
25.27,70000,36.5,0,13000
26.81,50000,41,0,8000
1.38,60000,34.4,0,3600
7.49,70000,15.9,0,15000
20.47,43000,79.7,0,16000
27.43,34000,65.2,0,40000
16.56,65000,33.9,2,30000
17.43,37800,68,0,10000
3.06,40000,20.1,0,5000
23.76,70000,47.7,0,14000
13.4,24000,7.4,0,2400
32.84,60000,78,3,16000
13.01,64000,15.9,0,20000
18.56,65000,56.3,0,27000
19.54,60000,0,0,12000
23.37,67000,17.7,0,20000
5.86,50000,17.5,0,24000
29.22,35000,9.5,0,4200
17.93,47000,90.9,2,8000
10.32,65000,48.8,0,5000
11.67,55000,26.9,0,10000
11.28,55000,12.2,0,2500
26.4,35360,56.9,0,18000
23.05,37900,18,0,14000
19.48,48000,4.2,0,9000
0,70000,0,0,8000
11.17,43500,29.1,0,18500
24.96,30000,39,0,2000
16.57,41000,21.8,0,7375
19.33,58000,25.8,0,20000
9.43,48000,45.5,0,11000
12.81,65000,31.4,0,10000
14.75,52000,59.7,0,21000
27.74,43000,40.7,0,16000
20.4,40000,92,0,13000
22.44,60000,64.1,0,19000
18.28,39000,37.9,0,10000
29.21,50000,70.5,0,16000
12.13,38000,18.8,1,5000
32.87,26000,17.1,0,5000
3.77,39500,20.3,0,20000
5.35,35000,22,0,6600
15.52,55120,66.4,0,10000
20.71,55000,68.4,0,12000
13.49,22784,81.5,0,6000
10.89,25000,37,0,15000
21.68,32000,25.5,0,5500
4.65,55000,64.9,0,7000
21.2,45000,13.4,0,11400
19.56,33000,21.8,0,4300
28.18,48000,14.6,0,7500
10.97,68000,9.6,2,10000
15.29,53600,34.5,0,20000
26.61,41000,31.8,1,16000
27.21,70000,39.1,0,30000
31.59,69000,6.7,0,2700
9.3,32000,30.3,0,5000
12.27,38000,4,0,5500
3.62,60000,1.1,0,20000
26.71,65000,67.7,0,21000
14.73,50911,37.8,0,7500
26.92,51000,34.9,0,20000
24.59,35000,38,0,7000
14.4,65000,9.5,0,15000
29.89,45000,16.7,0,9600
17.19,67500,15,0,11200
7.6,24000,2.5,0,10000
12.85,68000,83.2,0,3000
15.5,50232,24.1,0,20000
31.12,70000,77.1,0,20000
20.59,70000,17.5,0,5000
0.5,60000,16.1,0,10000
24.97,60500,82.7,0,15000
2.96,52000,18.7,0,5000
18.15,65000,54.4,0,20000
26.11,32000,51.4,0,36000
3.94,60000,46.2,0,10000
13.63,45000,47.3,0,6000
15.27,40000,65.5,0,10000
10.64,54000,28.4,0,9000
26.4,50000,10.8,0,6000
15.57,68000,24.6,0,11000
22.2,12000,72.3,1,10000
14.16,60000,63.5,3,21000
28.57,10000,20.4,0,5000
14.33,60000,23.6,0,7000
25.56,27000,22.3,0,8500
6.48,60000,0,0,40000
14.79,25568,0,0,5500
28.09,52000,67.7,0,15000
13.69,52800,20.6,0,3000
20.48,45000,77.8,0,10000
19.7,65000,56.8,0,13000
17.33,34000,21.7,0,5000
2.97,21000,5.3,0,26725
12.12,50000,71.7,0,14000
8.4,30000,3,0,4800
28.62,38000,29,0,7925
18.85,52500,15.2,1,6000
6.46,65000,48.7,0,12000
6.6,42000,10.8,0,2500
22.18,37008,56.3,0,8000
3.27,35000,77.8,0,2500
30.83,36900,13.9,0,7000
16.26,58000,83.3,0,7000
21.87,40000,24.5,0,10000
32.02,50000,4,0,5000
29.03,42996,46.8,0,25000
18.18,48000,68.4,0,8000
20.66,19000,45.5,0,5125
32.94,67000,84.4,0,30000
19.37,43000,43.5,0,15000
29.91,50000,21.9,0,10000
20.74,45000,34.7,0,12000
28.36,43000,25.4,0,8000
11.45,39000,38.7,0,14000
21.86,55000,24.2,0,8000
29.62,58469,47.7,0,12250
27.84,50000,16.7,0,5000
32.26,39700,26,0,2500
21.99,50000,2.3,0,21000
10.21,36000,78.2,0,4000
19.2,60000,24.2,1,22000
20.36,26640,56,0,2500
2.7,60000,3.5,0,10650
27.27,47132,53.8,0,23000
21.49,63000,19.1,0,15000
32.55,67000,35.2,0,15000
25.46,70000,29.3,0,10000
19.4,42000,41.9,0,7300
4.95,70000,0,0,5000
24.71,22000,5.5,0,3400
27.45,40000,25.9,0,14000
4.88,57000,25,0,40000
23.96,26000,17.4,0,1000
3.67,65000,77.8,0,8000
32.66,24000,9.1,0,2000
5.79,70000,51.8,0,10000
23.53,46200,30,0,12000
8.53,65000,0,0,10000
24.28,65000,66.2,1,2500
31.6,30000,57,0,11000
17.67,51000,24.7,1,9000
22.54,50000,13.7,0,10000
22.13,45333,52.2,0,7000
6.07,70000,10.2,0,5000
20.3,35000,11.8,0,7500
14.87,28000,31.6,0,4675
25.22,62000,92.5,0,24000
31.54,64000,22.8,0,30000
14.83,69000,43.8,0,10400
9.65,25000,10.2,0,2000
15.1,55000,49.5,0,20000
5.74,23000,21.4,0,1925
17.54,70000,35.8,1,22400
16.59,62000,34.8,0,3500
16.48,50000,5.4,0,10000
21.65,55000,16.1,0,5000
11.2,60000,20.1,0,4000
18.75,37000,5.9,0,6000
15.69,56000,45.8,0,2000
14.96,15000,30.8,1,5000
15.77,65000,43.3,0,25000
14.79,43000,6,0,9775
7.52,60000,14.4,0,3500
23.51,51700,32.5,0,8400
13.08,40000,40.3,0,13000
29.28,55000,24.1,1,10000
18.96,50000,21.3,0,30000
11.59,38000,56.2,0,4250
21.6,60000,32.1,0,6000
22.81,20000,16.7,0,6000
22.67,45000,10.9,0,5000
32.73,39600,53.3,0,10500
11.82,65000,13.9,0,25000
17.47,60000,53.8,0,22800
27.5,58000,34.4,0,16400
7.39,35000,23,0,20000
6.04,68000,53.4,0,2000
9.79,52000,37,0,5500
27.54,65000,12.3,0,12000
18.96,24500,27.5,0,16000
25.63,39000,35.2,0,10000
19.32,60000,3.1,1,7000
18.33,40000,10,0,16500
29.29,47000,46.7,0,12000
29.53,65500,57.5,0,7000
14.69,53000,71.1,1,10000
8.14,60000,34,0,6825
14.59,62500,6.2,0,7750
22.68,59000,4.1,0,7000
31.23,50000,36.2,1,4000
12.5,34454,31,0,16000
7.04,70000,7.3,0,10000
0.5,60000,16.6,0,4000
16.74,35000,20.8,0,8000
12.96,70000,47,0,20000
10.71,50000,41.5,1,10000
14.37,35000,34.3,0,8000
9.44,46000,5.8,0,5000
16.26,40000,32.4,0,4800
14.93,36000,55.3,0,12600
16.17,68000,62.6,0,20000
10.1,60000,99.4,0,1000
20.65,67000,15.1,0,10000
25.74,65000,19.7,0,7000
9.22,50000,14.4,1,17000
27.64,43200,54.4,0,2800
11.71,65000,78.4,2,12000
24.36,34000,36.5,0,10000
26.21,50000,31.6,3,5000
19.66,65000,31.7,0,25000
0.94,32000,2.6,0,35050
9.14,70000,18.6,0,12000
21.83,52000,46.4,0,10000
24.2,50000,77,1,6250
21.45,33000,8.3,0,6200
23.12,50000,17.4,1,8000
17.04,26000,10.5,0,4000
11.2,60000,43.4,0,25000
12.95,67164,77.5,0,16000
29.63,52000,46.4,0,20000
27.02,62000,44.1,0,2800
12.09,54000,40.6,0,9000
22.83,32600,44.4,0,7500
18.42,55000,45.7,0,16000
22,60000,31.5,0,26400
28.2,34048,47,0,9600
29.76,45000,46.9,0,3000
23.37,40000,19.1,0,22800
16.11,47000,0,1,5000
18.26,55000,7.9,0,24000
5.56,41000,18.1,0,8000
17.81,50000,40.2,1,1000
19.57,65000,66.6,0,18000
11.45,64992,46.9,0,28000
9.11,56000,11.6,0,10000
9.87,49000,0.4,0,32000
7.94,55000,49.1,0,15000
1.57,66560,12.7,0,22000
26.11,57500,9.3,0,15000
25,30000,31.9,1,3000
5.28,35000,33,0,10000
18.86,63000,96.5,1,11575
6.97,52000,17.6,0,15000
15.08,56500,47.7,0,5500
15.23,69000,30.5,0,30000
16.81,38700,23.3,0,13500
18.13,56000,39.4,0,7500
28.03,65000,20.2,0,8000
24.1,36000,54.7,0,15000
21.52,70000,71.9,0,2500
13.11,40000,8.2,0,10000
22.78,61000,88,0,27450
23.57,39000,40.6,0,4000
6.96,61000,14.6,0,10000
18.72,50000,37,0,10000
31.54,63000,19.7,0,25000
15.95,48000,22.8,0,8000
4.16,62000,29.5,0,4200
20.21,70000,38.2,0,6000
11.63,33000,28.6,1,15500
20.02,70000,23.4,0,6000
25.77,70000,52.1,1,15000
23.95,70000,32.5,0,12000
28.35,58000,39.8,0,10000
21.96,63000,2,0,13000
17.35,50000,47.6,0,16000
32.28,61000,58.8,0,18000
27.06,42000,32.4,0,4000
22.69,32000,26.4,0,10200
24.64,40000,14.8,0,2400
9.42,50000,12.5,0,8000
22.04,58000,43.9,1,21000
22.93,48000,0.3,0,1800
10.14,51000,89.9,0,6025
26.86,50000,35.7,0,35000
13.05,61980,47.2,1,15000
28.03,36000,34,0,10000
30.4,60000,35.5,1,18000
15.69,52000,49.6,1,15000
18.08,30000,32.6,0,1500
12.96,35000,90.1,0,2000
29.35,35616,70.7,0,4575
7.57,45000,41.2,0,5200
10.2,62000,66.7,1,12000
12.86,70000,18.8,0,16000
12.06,48000,10.4,0,10000
18.47,28000,59.8,0,1000
9.43,23920,97.8,0,7000
26.63,48000,48.5,0,10000
22.47,36800,9.5,0,8000
8.1,20900,21.5,0,2400
2.23,28000,14.8,0,10200
21.99,55000,41.1,0,10000
7.75,35000,20,0,9000
17.49,65000,14.1,0,12000
31.28,30000,52.7,0,8400
18.32,58500,18.1,0,15000
19.74,42000,99.2,0,2000
8.71,50000,78.9,0,20000
8.34,66500,22.1,0,34000
10.33,38000,23.9,0,12000
13.02,27000,4.1,0,3000
4.86,59000,50.5,0,16000
13.73,41000,37.7,0,22000
13.12,36500,50.8,0,24000
24.38,48000,3.6,0,2200
20.65,50000,66.3,0,20000
31.84,30000,82.5,2,8000
16.74,60000,54.3,0,30000
11.46,40000,63.8,0,7000
11.87,35000,16.2,0,4000
8.04,11500,22.4,0,1500
22.17,65016,44.1,0,12000
5.15,62000,8.6,0,12000
14.1,60000,32.7,0,30000
29.18,59900,45.7,0,10000
4.12,65000,68.5,0,10000
23.24,49000,73.3,0,10500
24.51,31700,70.5,0,7000
13.62,43000,50.3,0,32400
22.16,65000,33.1,1,25000
21.97,55000,39.2,0,12000
31.04,58000,22,0,20000
14.78,54000,21.2,0,20000
12.28,65000,41.8,0,9600
20.65,40000,77.3,0,21650
26.2,42000,21.2,1,15000
27.97,45000,98,0,4000
7.16,47000,2.7,0,30000
16.76,30000,40.8,2,6000
10.13,25000,8.9,0,12000
22.32,30000,59.3,1,10000
18.37,61000,24.4,0,7200
8.06,35000,33.6,0,5000
30.71,53000,63.4,0,2400
15.74,60000,72.3,0,15000
32.16,70000,38.9,0,15000
12.42,68000,51.5,0,10000
25.17,32000,46.4,0,12025
3.83,57000,55.4,1,20000
11.8,65000,53.4,0,9650
24.11,45000,43.3,0,8000
17.95,45000,33.3,0,3200
11.84,45000,22.6,1,5000
8.57,70000,0.5,0,29000
0.59,50549,0.9,0,8400
11.42,62500,55.5,1,9000
9.41,38000,23.1,0,1000
29.9,69000,86.3,0,32000
32.04,40000,20.6,0,8500
31.06,42115,76,0,13500
19.96,35000,73.9,0,2000
24.14,35000,68.3,0,1500
18.84,63000,75.8,1,15000
22.87,26868,12.5,1,5350
4.28,65000,38,0,25000
16.87,54000,61.9,0,2000
21.4,70000,18.6,0,25225
15.1,68666,32,0,11000
29.85,48000,51,0,15000
17.07,40000,25.4,0,1400
16,45000,37.1,0,23000
17.8,30000,43.8,0,10000
10.95,49212,49.9,0,7000
6.12,30000,19.2,0,21000
19.63,70000,92.3,0,25000
22.71,69000,36.7,0,14000
12.89,51000,20.8,0,12000
25.01,43000,40.2,0,5000
30.02,55000,86.3,0,5600
1.2,54000,2.3,0,20000
15.05,63000,53.2,0,32000
13.23,40000,88.2,0,7000
26.44,60000,22.1,0,8500
16.98,60000,81.2,0,20000
20.12,52000,19.2,0,35000
17.66,60000,25.9,1,5500
9.88,60000,6.6,0,6400
15.94,60000,53,1,2300
20.27,70000,28.7,3,30000
27.1,60000,68.6,2,15000
6.99,50000,57.7,0,10000
24.85,65000,2.4,0,8000
15.74,70000,50.5,0,23000
28.93,34000,33.3,0,7700
17.56,33000,46.6,0,10000
27.44,14000,34.1,0,5000
26.55,25000,30.2,0,4000
22.75,22000,64.9,0,5000
21.78,40000,34,1,18000
15.17,24528,80.5,0,25000
25.61,47000,35.9,0,13000
3.49,42000,31.2,0,8000
16.6,65000,55.8,0,14000
5.96,57000,95.8,0,12000
19.84,45000,21,0,11200
13.28,15000,22.7,0,3300
26.73,56000,35.4,0,20000
6.13,42276,1.1,0,20000
18.57,36000,43.2,0,6000
4.6,49100,29.3,0,4500
22.89,53000,0,0,12000
19.59,50000,37.8,0,6000
17.32,35000,15.2,0,5000
7.08,48000,20.5,0,7500
27.72,51646,80.5,0,30000
9.36,45000,4.8,0,3500
22.11,45000,41,0,9600
17.15,55000,40,0,15000
2.47,54000,44.9,0,10000
21.95,12684,30.7,0,3500
11.07,59000,6.2,0,5000
27.72,17749.92,53,0,9800
18.8,30000,35.6,0,15000
27.29,27000,53.4,0,9600
9.13,19548,30.4,0,10000
9.28,64000,30.8,0,30000
15.56,56000,36.7,0,5500
26.06,53000,57.7,0,6000
23.29,40000,11.5,1,2000
14,48884,34.2,0,10000
2.38,48000,35.9,0,5000
28.76,60000,95.8,0,13500
23.12,50000,63.8,0,14000
19.2,18000,4.6,0,4800
15.85,66000,14.8,0,10000
2.2,53000,51.7,0,6000
26.9,65000,7,0,30000
10.93,28000,12.6,0,1500
28.47,25000,49.6,0,10000
4.4,60000,38,0,7000
20.81,38000,29.9,0,10500
6.38,38000,21.6,0,3000
0.68,50000,13.4,0,3075
7.32,39000,28.8,0,10000
13.87,34000,96,0,5000
15.53,65000,99,0,15000
8.12,68000,39.4,0,39000
25.35,39000,13.3,0,10000
23.63,35000,50,1,10000
23.63,30720,66.1,0,10000
26.46,60000,34.8,0,24000
14.13,40000,45.8,0,8000
17.23,65000,77.1,0,16000
11.91,42000,53,0,12000
18.11,58533,25.9,0,11200
16.69,57000,53,0,6000
24.96,68000,26.6,0,25000
2.31,40000,40.1,0,10000
10.11,45600,62.1,0,5000
13.98,41155,4.4,0,2000
18.45,43000,11.1,1,4800
27.18,63000,13.7,0,30000
13.72,35000,64.6,1,1500
12.07,70000,65.4,0,10000
26.21,45000,12.3,0,14500
8.8,42000,30.1,0,10000
13.46,60000,17,0,3000
32.36,56000,89.9,0,25000
13.76,30000,15.1,0,4800
23.5,36000,3.2,0,12000
11.9,62400,26.7,0,8000
29.35,43500,49.2,0,8075
16.78,50980,16.3,0,7000
20.84,50000,34,0,9800
12.49,47000,26,0,7500
20.66,33000,24.8,0,10000
29.58,40000,35.8,0,7600
25.49,57000,8,0,5500
2.84,54000,81.5,1,7000
8.28,70000,15.4,0,25000
19.65,65000,5.8,0,21000
11.7,45951,21.6,0,6000
10.77,36000,84,0,2000
6.74,70000,52,0,6000
12,30000,1.4,0,2100
26.93,27000,61.7,0,12000
20.14,50000,75.5,0,17000
17.09,50000,16.3,0,10000
18.24,40000,62.7,0,10000
22.85,66000,57.9,0,20000
22.22,52000,44.3,0,25000
8.74,28000,44.1,0,5500
12.96,55000,19.2,0,5000
25.85,28000,51.4,0,15000
13.82,56000,7.1,0,20000
21.7,48000,47.2,0,25000
28.18,60000,47.3,0,10000
20.06,35000,14.6,0,10400
16.66,50000,8.2,0,9500
21.05,33000,44.5,0,15000
16.5,55000,31.4,0,10000
19.14,60000,69.8,0,16000
29.48,70000,78,0,25000
31.2,65000,36.3,0,25000
26.18,47500,67.1,0,6400
19.7,17000,18.7,0,4000
28.9,28158,30,0,10000
0,67000,0,0,1000
6.16,39750,0.1,0,6000
7.65,70000,15.2,0,3000
19.92,28011,55.8,0,12000
25.32,60000,78.8,0,14000
10.84,68000,65,0,30000
21.72,30000,10.8,0,4200
5.49,40000,57.3,0,4000
15.56,64000,6.8,0,6000
14.88,60000,17.5,0,3700
23.57,45000,26,5,10000
4.7,35000,14.5,0,5000
9.18,65000,14.1,0,7000
22.8,40000,56.6,1,3000
23.23,45000,9.7,0,6000
2.53,48000,16.3,0,5500
27,40000,42.4,0,15000
20.23,20000,47.3,0,10000
16.28,30000,81.7,0,5000
20.9,65000,59.4,0,7200
14.6,65000,50.8,0,23800
14.44,60000,23.6,0,13500
23.7,52000,54.7,0,10000
25.68,45000,35.5,0,10000
15.31,68500,14.8,0,24000
17.09,42000,17.8,0,7500
16.16,29000,64.9,0,5200
12.33,60000,12.2,0,9000
11.62,20000,21.9,0,7000
1.62,53400,17.8,1,2800
13.43,37000,29.3,0,6000
8.16,35000,57,1,3200
29.15,45000,82.1,1,9000
26.77,45000,39,0,3000
26.69,45000,39.5,0,12000
20.9,24000,25.6,0,10000
14.99,37000,35.2,0,5000
32.31,52000,44.3,0,7150
22.27,70000,68.3,0,5000
24.08,54000,21.5,0,12000
10.59,51000,16.3,0,10000
16.98,40000,56.1,0,10000
26.96,45000,34.4,0,5000
17.84,30000,58,0,12000
13.92,58700,23,0,8000
12.87,50000,67.2,0,20000
8.99,55000,28.3,0,20000
8.53,45600,45.2,0,8000
22.94,35000,11.3,0,8000
29.08,22000,33,1,4500
3.77,14000,20.5,0,2800
9.18,55800,26.5,0,10000
19.95,40000,67.7,0,10000
21.11,63500,48,0,20000
15.31,42000,36.6,0,10000
25.6,45000,68.1,0,12000
20.37,37000,68.4,0,29025
17.22,40000,78.3,0,4000
18.58,60000,41.2,1,7000
27.19,27000,10.5,0,10000
6.34,35000,90.9,0,8500
28.6,60000,78.6,0,3500
19.38,29848,60.5,0,5600
29.36,35000,90.8,0,5850
10.6,35000,5.4,0,2000
10.63,38500,36.6,0,3000
15.07,70000,72,0,15000
12.03,70000,50.5,0,6600
7.59,40000,7,0,1650
26.79,50000,39.4,0,5000
18.77,58000,37.9,0,30000
11.45,70000,0,2,2000
12.63,50000,48.6,1,6000
6.32,57000,8.2,0,14000
11.73,54000,88.9,0,17000
14.63,64000,53.9,0,7500
27.71,65000,22.7,0,26000
21.35,62500,95.8,0,32000
26.36,55000,93,0,3025
23,30000,37.1,0,10000
14.07,65166,33.7,0,20000
20.96,65000,57,1,15000
14.77,56000,74.3,0,9500
17.21,41000,72.7,0,8000
30.2,31000,53.1,0,3600
14.9,70000,93.2,0,15000
16.32,65000,26.6,0,14000
4.27,65000,33.3,0,3500
14.34,60000,59,0,5000
11.33,52000,57.2,0,10000
23.22,49000,77.7,2,20000
5.41,45000,20.8,1,6000
24.61,55700,56.6,0,11700
23.4,46000,27.2,0,8000
18.09,70000,24.9,4,5000
5.9,60000,8.8,0,8000
20.09,39000,34.7,0,4400
26.1,56000,26.3,0,12000
17.78,55000,33.1,0,14000
13.56,27000,6.4,1,6000
8.27,45000,13.2,0,6275
18.9,60000,50.1,1,10000
25.9,60000,41,0,25000
14.37,35000,52.2,0,14000
5.52,30000,22.6,0,5000
22.28,55000,41.4,0,30000
23.73,70000,48.7,0,5000
16.51,65000,38.4,0,7000
5.76,44340,2.9,0,1000
4.61,37122,46.6,0,10000
21.13,61000,73.5,0,17000
28.24,54000,39.8,0,18000
13.82,58000,58.2,0,12000
10.56,51000,12.1,0,8000
7.91,66606,75.4,0,20000
11.45,50000,40.6,0,6000
19.27,70000,47.9,0,18000
28.47,62000,17.5,0,11500
7.74,49000,91.8,0,10000
16.21,55000,25.1,0,5000
20,45600,58.4,0,12000
28.59,40000,42.6,0,20000
24.16,45000,90.4,0,15000
9.79,37500,66.7,0,24000
14.35,25000,69,0,10500
20.62,60000,37.7,0,2400
30.81,40000,74.6,0,10000
19.7,65000,76.5,0,14400
22.68,33280,32.6,0,5000
14.97,36000,49.2,0,16000
19.32,51000,43.3,0,4500
16.85,26000,31.7,1,3500
16.39,60000,14.2,0,10000
8.13,35000,86,0,6000
14.36,60000,45.6,0,10000
32.38,51000,10.3,0,8300
22.65,14832,49,1,4425
21.97,58000,22.1,0,10000
16.65,65000,12,0,2800
11.96,58000,69.6,0,15000
20.52,70000,34.9,0,7000
22.73,50000,38.5,1,3000
14.72,34000,56.2,0,5000
26.32,28000,94.1,0,1500
6.69,64000,25.7,0,10000
8.05,45000,47.7,0,14000
26.33,52000,60.3,0,10000
15.26,70000,70,0,4200
15.53,68000,73.1,1,10000
13.18,49996,84.7,1,20000
12.64,68000,14.6,0,4000
27.74,70000,80.6,1,20000
10.63,50000,64,0,20000
10.04,65000,1,0,8000
12.6,38000,0,0,6000
27.42,70000,46.1,1,17600
12.74,60000,17,0,20000
10.75,68000,70.9,0,6600
4.13,50000,12.7,0,15000
25.01,51000,30.4,0,25000
11.31,70000,39.1,0,15000
20.09,50000,39.4,0,20000
31.51,63835,28.4,0,20000
5.7,36000,46.9,0,7200
20.82,32000,14.2,0,2500
6.42,60000,18.1,0,10000
16.72,44000,34.5,0,10000
19.51,45100,63.1,0,8500
5.04,56000,0.2,0,6400
11.63,65000,67.3,0,20000
